,stimulus,repeat,fish,date,stimulus_direction,tail_beat
761,s07,3,1,20210325,rightward,73
762,s07,3,1,20210326,rightward,47
763,s07,3,1,20210330,upward,0
764,s07,3,1,20210331,upward,0
765,s07,3,1,20210413,downward,0
766,s07,3,1,20210414,downward,0
767,s07,3,1,20210422,upward,0
768,s07,3,1,20210423,upward,0
769,s07,3,1,20210427,backward,0
770,s07,3,1,20210428,backward,0
771,s07,3,1,20210503,rightward,0
772,s07,3,1,20210504,leftward,0
773,s07,3,2,20201120,forward,0
774,s07,3,2,20201125,forward,0
775,s07,3,2,20201126,forward,13
776,s07,3,2,20201211,forward,0
777,s07,3,2,20210226,backward,0
778,s07,3,2,20210304,backward,20
779,s07,3,2,20210311,rightward,41
780,s07,3,2,20210326,rightward,27
781,s07,3,2,20210330,upward,7
782,s07,3,2,20210331,upward,0
783,s07,3,2,20210413,downward,0
784,s07,3,2,20210414,downward,0
785,s07,3,2,20210422,upward,0
786,s07,3,2,20210423,upward,0
787,s07,3,2,20210427,backward,0
788,s07,3,2,20210428,backward,0
789,s07,3,2,20210503,rightward,0
790,s07,3,2,20210504,leftward,4
791,s08,1,1,20201125,forward,53
792,s08,1,1,20201126,forward,18
793,s08,1,1,20201210,forward,25
794,s08,1,1,20201211,forward,71
795,s08,1,1,20210226,backward,0
796,s08,1,1,20210304,backward,0
797,s08,1,1,20210305,rightward,25
798,s08,1,1,20210311,rightward,11
799,s08,1,1,20210325,rightward,18
800,s08,1,1,20210326,rightward,0
801,s08,1,1,20210330,upward,0
802,s08,1,1,20210331,upward,12
803,s08,1,1,20210413,downward,0
804,s08,1,1,20210414,downward,0
805,s08,1,1,20210422,upward,0
806,s08,1,1,20210423,upward,0
807,s08,1,1,20210427,backward,6
808,s08,1,1,20210428,backward,1
809,s08,1,1,20210503,rightward,16
810,s08,1,1,20210504,leftward,27
811,s08,1,2,20201120,forward,22
812,s08,1,2,20201126,forward,30
813,s08,1,2,20201211,forward,4
814,s08,1,2,20210226,backward,0
815,s08,1,2,20210304,backward,0
816,s08,1,2,20210311,rightward,7
817,s08,1,2,20210326,rightward,21
818,s08,1,2,20210330,upward,0
819,s08,1,2,20210331,upward,0
820,s08,1,2,20210413,downward,0
821,s08,1,2,20210414,downward,0
822,s08,1,2,20210422,upward,1
823,s08,1,2,20210423,upward,0
824,s08,1,2,20210427,backward,0
825,s08,1,2,20210428,backward,0
826,s08,1,2,20210503,rightward,15
827,s08,1,2,20210504,leftward,10
828,s08,2,1,20201125,forward,50
829,s08,2,1,20201126,forward,56
830,s08,2,1,20201210,forward,27
831,s08,2,1,20201211,forward,73
832,s08,2,1,20210226,backward,0
833,s08,2,1,20210304,backward,0
834,s08,2,1,20210305,rightward,37
835,s08,2,1,20210311,rightward,17
836,s08,2,1,20210325,rightward,0
837,s08,2,1,20210326,rightward,53
838,s08,2,1,20210330,upward,0
839,s08,2,1,20210331,upward,0
840,s08,2,1,20210413,downward,0
841,s08,2,1,20210414,downward,0
842,s08,2,1,20210422,upward,0
843,s08,2,1,20210423,upward,0
844,s08,2,1,20210427,backward,0
845,s08,2,1,20210428,backward,0
846,s08,2,1,20210503,rightward,28
847,s08,2,1,20210504,leftward,5
848,s08,2,2,20201120,forward,16
849,s08,2,2,20201125,forward,239
850,s08,2,2,20201126,forward,0
851,s08,2,2,20201211,forward,23
852,s08,2,2,20210226,backward,0
853,s08,2,2,20210304,backward,0
854,s08,2,2,20210311,rightward,10
855,s08,2,2,20210326,rightward,25
856,s08,2,2,20210330,upward,0
857,s08,2,2,20210331,upward,0
858,s08,2,2,20210413,downward,0
859,s08,2,2,20210414,downward,0
860,s08,2,2,20210422,upward,8
861,s08,2,2,20210423,upward,0
862,s08,2,2,20210427,backward,0
863,s08,2,2,20210428,backward,0
864,s08,2,2,20210503,rightward,11
865,s08,2,2,20210504,leftward,25
866,s08,3,1,20201125,forward,116
867,s08,3,1,20201126,forward,51
868,s08,3,1,20201210,forward,17
869,s08,3,1,20201211,forward,52
870,s08,3,1,20210226,backward,0
871,s08,3,1,20210304,backward,6
872,s08,3,1,20210305,rightward,44
873,s08,3,1,20210311,rightward,0
874,s08,3,1,20210325,rightward,16
875,s08,3,1,20210326,rightward,38
876,s08,3,1,20210330,upward,0
877,s08,3,1,20210331,upward,2
878,s08,3,1,20210413,downward,0
879,s08,3,1,20210414,downward,0
880,s08,3,1,20210422,upward,0
881,s08,3,1,20210423,upward,0
882,s08,3,1,20210427,backward,0
883,s08,3,1,20210428,backward,0
884,s08,3,1,20210503,rightward,55
885,s08,3,1,20210504,leftward,27
886,s08,3,2,20201120,forward,46
887,s08,3,2,20201125,forward,48
888,s08,3,2,20201126,forward,8
889,s08,3,2,20201211,forward,8
890,s08,3,2,20210226,backward,0
891,s08,3,2,20210304,backward,7
892,s08,3,2,20210311,rightward,24
893,s08,3,2,20210326,rightward,36
894,s08,3,2,20210330,upward,0
895,s08,3,2,20210331,upward,0
896,s08,3,2,20210413,downward,0
897,s08,3,2,20210414,downward,13
898,s08,3,2,20210422,upward,0
899,s08,3,2,20210423,upward,0
900,s08,3,2,20210427,backward,7
901,s08,3,2,20210428,backward,0
902,s08,3,2,20210503,rightward,10
903,s08,3,2,20210504,leftward,12
904,s09,1,1,20201125,forward,86
905,s09,1,1,20201126,forward,55
906,s09,1,1,20201210,forward,57
907,s09,1,1,20201211,forward,146
908,s09,1,1,20210226,backward,2
909,s09,1,1,20210304,backward,0
910,s09,1,1,20210305,rightward,7
911,s09,1,1,20210311,rightward,0
912,s09,1,1,20210325,rightward,0
913,s09,1,1,20210326,rightward,36
914,s09,1,1,20210330,upward,0
915,s09,1,1,20210331,upward,0
916,s09,1,1,20210413,downward,0
917,s09,1,1,20210414,downward,0
918,s09,1,1,20210422,upward,0
919,s09,1,1,20210423,upward,33
920,s09,1,1,20210427,backward,0
921,s09,1,1,20210428,backward,0
922,s09,1,1,20210503,rightward,0
923,s09,1,1,20210504,leftward,11
924,s09,1,2,20201120,forward,70
925,s09,1,2,20201126,forward,56
926,s09,1,2,20201211,forward,29
927,s09,1,2,20210226,backward,0
928,s09,1,2,20210304,backward,0
929,s09,1,2,20210311,rightward,0
930,s09,1,2,20210326,rightward,0
931,s09,1,2,20210330,upward,0
932,s09,1,2,20210331,upward,0
933,s09,1,2,20210413,downward,0
934,s09,1,2,20210414,downward,0
935,s09,1,2,20210422,upward,1
936,s09,1,2,20210423,upward,0
937,s09,1,2,20210427,backward,0
938,s09,1,2,20210428,backward,0
939,s09,1,2,20210503,rightward,39
940,s09,1,2,20210504,leftward,3
941,s09,2,1,20201125,forward,94
942,s09,2,1,20201126,forward,45
943,s09,2,1,20201210,forward,59
944,s09,2,1,20201211,forward,126
945,s09,2,1,20210226,backward,0
946,s09,2,1,20210304,backward,0
947,s09,2,1,20210305,rightward,41
948,s09,2,1,20210311,rightward,0
949,s09,2,1,20210325,rightward,0
950,s09,2,1,20210326,rightward,39
951,s09,2,1,20210330,upward,0
952,s09,2,1,20210331,upward,0
953,s09,2,1,20210413,downward,0
954,s09,2,1,20210414,downward,0
955,s09,2,1,20210422,upward,0
956,s09,2,1,20210423,upward,0
957,s09,2,1,20210427,backward,0
958,s09,2,1,20210428,backward,0
959,s09,2,1,20210503,rightward,30
960,s09,2,1,20210504,leftward,9
961,s09,2,2,20201120,forward,83
962,s09,2,2,20201125,forward,243
963,s09,2,2,20201126,forward,57
964,s09,2,2,20201211,forward,79
965,s09,2,2,20210226,backward,0
966,s09,2,2,20210304,backward,0
967,s09,2,2,20210311,rightward,0
968,s09,2,2,20210326,rightward,9
969,s09,2,2,20210330,upward,0
970,s09,2,2,20210331,upward,0
971,s09,2,2,20210413,downward,0
972,s09,2,2,20210414,downward,0
973,s09,2,2,20210422,upward,0
974,s09,2,2,20210423,upward,0
975,s09,2,2,20210427,backward,0
976,s09,2,2,20210428,backward,0
977,s09,2,2,20210503,rightward,28
978,s09,2,2,20210504,leftward,33
979,s09,3,1,20201125,forward,138
980,s09,3,1,20201126,forward,40
981,s09,3,1,20201210,forward,26
982,s09,3,1,20201211,forward,29
983,s09,3,1,20210226,backward,0
984,s09,3,1,20210304,backward,0
985,s09,3,1,20210305,rightward,29
986,s09,3,1,20210311,rightward,0
987,s09,3,1,20210325,rightward,5
988,s09,3,1,20210326,rightward,35
989,s09,3,1,20210330,upward,0
990,s09,3,1,20210331,upward,0
991,s09,3,1,20210413,downward,0
992,s09,3,1,20210414,downward,0
993,s09,3,1,20210422,upward,0
994,s09,3,1,20210423,upward,0
995,s09,3,1,20210427,backward,0
996,s09,3,1,20210428,backward,0
997,s09,3,1,20210503,rightward,30
998,s09,3,1,20210504,leftward,0
999,s09,3,2,20201120,forward,47
1000,s09,3,2,20201125,forward,90
1001,s09,3,2,20201126,forward,31
1002,s09,3,2,20201211,forward,45
1003,s09,3,2,20210226,backward,0
1004,s09,3,2,20210304,backward,0
1005,s09,3,2,20210311,rightward,0
1006,s09,3,2,20210326,rightward,18
1007,s09,3,2,20210330,upward,0
1008,s09,3,2,20210331,upward,0
1009,s09,3,2,20210413,downward,0
1010,s09,3,2,20210414,downward,0
1011,s09,3,2,20210422,upward,0
1012,s09,3,2,20210423,upward,0
1013,s09,3,2,20210427,backward,0
1014,s09,3,2,20210428,backward,0
1015,s09,3,2,20210503,rightward,25
1016,s09,3,2,20210504,leftward,24
1017,s10,1,1,20201125,forward,105
1018,s10,1,1,20201126,forward,43
1019,s10,1,1,20201210,forward,63
1020,s10,1,1,20201211,forward,97
1021,s10,1,1,20210226,backward,0
1022,s10,1,1,20210304,backward,4
1023,s10,1,1,20210305,rightward,0
1024,s10,1,1,20210311,rightward,0
1025,s10,1,1,20210325,rightward,0
1026,s10,1,1,20210326,rightward,0
1027,s10,1,1,20210330,upward,0
1028,s10,1,1,20210331,upward,2
1029,s10,1,1,20210413,downward,0
1030,s10,1,1,20210414,downward,0
1031,s10,1,1,20210422,upward,0
1032,s10,1,1,20210423,upward,11
1033,s10,1,1,20210427,backward,0
1034,s10,1,1,20210428,backward,0
1035,s10,1,1,20210503,rightward,13
1036,s10,1,1,20210504,leftward,0
1037,s10,1,2,20201120,forward,63
1038,s10,1,2,20201126,forward,67
1039,s10,1,2,20201211,forward,0
1040,s10,1,2,20210226,backward,0
1041,s10,1,2,20210304,backward,12
1042,s10,1,2,20210311,rightward,0
1043,s10,1,2,20210326,rightward,0
1044,s10,1,2,20210330,upward,0
1045,s10,1,2,20210331,upward,0
1046,s10,1,2,20210413,downward,0
1047,s10,1,2,20210414,downward,0
1048,s10,1,2,20210422,upward,4
1049,s10,1,2,20210423,upward,0
1050,s10,1,2,20210427,backward,3
1051,s10,1,2,20210428,backward,0
1052,s10,1,2,20210503,rightward,25
1053,s10,1,2,20210504,leftward,19
1054,s10,2,1,20201125,forward,7
1055,s10,2,1,20201126,forward,34
1056,s10,2,1,20201210,forward,57
1057,s10,2,1,20201211,forward,47
1058,s10,2,1,20210226,backward,2
1059,s10,2,1,20210304,backward,0
1060,s10,2,1,20210305,rightward,1
1061,s10,2,1,20210311,rightward,0
1062,s10,2,1,20210325,rightward,0
1063,s10,2,1,20210326,rightward,0
1064,s10,2,1,20210330,upward,0
1065,s10,2,1,20210331,upward,0
1066,s10,2,1,20210413,downward,0
1067,s10,2,1,20210414,downward,4
1068,s10,2,1,20210422,upward,3
1069,s10,2,1,20210423,upward,0
1070,s10,2,1,20210427,backward,0
1071,s10,2,1,20210428,backward,0
1072,s10,2,1,20210503,rightward,20
1073,s10,2,1,20210504,leftward,8
1074,s10,2,2,20201120,forward,11
1075,s10,2,2,20201125,forward,158
1076,s10,2,2,20201126,forward,8
1077,s10,2,2,20201211,forward,30
1078,s10,2,2,20210226,backward,0
1079,s10,2,2,20210304,backward,12
1080,s10,2,2,20210311,rightward,0
1081,s10,2,2,20210326,rightward,0
1082,s10,2,2,20210330,upward,0
1083,s10,2,2,20210331,upward,0
1084,s10,2,2,20210413,downward,0
1085,s10,2,2,20210414,downward,0
1086,s10,2,2,20210422,upward,0
1087,s10,2,2,20210423,upward,0
1088,s10,2,2,20210427,backward,0
1089,s10,2,2,20210428,backward,0
1090,s10,2,2,20210503,rightward,27
1091,s10,2,2,20210504,leftward,0
1092,s10,3,1,20201125,forward,73
1093,s10,3,1,20201126,forward,37
1094,s10,3,1,20201210,forward,30
1095,s10,3,1,20201211,forward,73
1096,s10,3,1,20210226,backward,7
1097,s10,3,1,20210304,backward,8
1098,s10,3,1,20210305,rightward,7
1099,s10,3,1,20210311,rightward,0
1100,s10,3,1,20210325,rightward,0
1101,s10,3,1,20210326,rightward,0
1102,s10,3,1,20210330,upward,0
1103,s10,3,1,20210331,upward,0
1104,s10,3,1,20210413,downward,0
1105,s10,3,1,20210414,downward,0
1106,s10,3,1,20210422,upward,0
1107,s10,3,1,20210423,upward,0
1108,s10,3,1,20210427,backward,0
1109,s10,3,1,20210428,backward,0
1110,s10,3,1,20210503,rightward,0
1111,s10,3,1,20210504,leftward,0
1112,s10,3,2,20201120,forward,53
1113,s10,3,2,20201125,forward,142
1114,s10,3,2,20201126,forward,3
1115,s10,3,2,20201211,forward,10
1116,s10,3,2,20210226,backward,0
1117,s10,3,2,20210304,backward,0
1118,s10,3,2,20210311,rightward,0
1119,s10,3,2,20210326,rightward,0
1120,s10,3,2,20210330,upward,0
1121,s10,3,2,20210331,upward,0
1122,s10,3,2,20210413,downward,0
1123,s10,3,2,20210414,downward,0
1124,s10,3,2,20210422,upward,0
1125,s10,3,2,20210423,upward,0
1126,s10,3,2,20210427,backward,0
1127,s10,3,2,20210428,backward,0
1128,s10,3,2,20210503,rightward,23
1129,s10,3,2,20210504,leftward,0
1130,s11,1,1,20201125,forward,143
1131,s11,1,1,20201126,forward,28
1132,s11,1,1,20201210,forward,37
1133,s11,1,1,20201211,forward,65
1134,s11,1,1,20210226,backward,0
1135,s11,1,1,20210304,backward,0
1136,s11,1,1,20210305,rightward,0
1137,s11,1,1,20210311,rightward,14
1138,s11,1,1,20210325,rightward,0
1139,s11,1,1,20210326,rightward,0
1140,s11,1,1,20210330,upward,0
1141,s11,1,1,20210331,upward,0
1142,s11,1,1,20210413,downward,0
1143,s11,1,1,20210414,downward,0
1144,s11,1,1,20210422,upward,58
1145,s11,1,1,20210423,upward,33
1146,s11,1,1,20210427,backward,10
1147,s11,1,1,20210428,backward,0
1148,s11,1,1,20210503,rightward,0
1149,s11,1,1,20210504,leftward,0
1150,s11,1,2,20201120,forward,63
1151,s11,1,2,20201126,forward,55
1152,s11,1,2,20201211,forward,38
1153,s11,1,2,20210226,backward,0
1154,s11,1,2,20210304,backward,0
1155,s11,1,2,20210311,rightward,0
1156,s11,1,2,20210326,rightward,10
1157,s11,1,2,20210330,upward,1
1158,s11,1,2,20210331,upward,0
1159,s11,1,2,20210413,downward,0
1160,s11,1,2,20210414,downward,0
1161,s11,1,2,20210422,upward,35
1162,s11,1,2,20210423,upward,38
1163,s11,1,2,20210427,backward,0
1164,s11,1,2,20210428,backward,0
1165,s11,1,2,20210503,rightward,0
1166,s11,1,2,20210504,leftward,0
1167,s11,2,1,20201125,forward,138
1168,s11,2,1,20201126,forward,45
1169,s11,2,1,20201210,forward,52
1170,s11,2,1,20201211,forward,77
1171,s11,2,1,20210226,backward,0
1172,s11,2,1,20210304,backward,0
1173,s11,2,1,20210305,rightward,0
1174,s11,2,1,20210311,rightward,0
1175,s11,2,1,20210325,rightward,7
1176,s11,2,1,20210326,rightward,0
1177,s11,2,1,20210330,upward,0
1178,s11,2,1,20210331,upward,0
1179,s11,2,1,20210413,downward,0
1180,s11,2,1,20210414,downward,0
1181,s11,2,1,20210422,upward,0
1182,s11,2,1,20210423,upward,0
1183,s11,2,1,20210427,backward,0
1184,s11,2,1,20210428,backward,0
1185,s11,2,1,20210503,rightward,0
1186,s11,2,1,20210504,leftward,0
1187,s11,2,2,20201120,forward,104
1188,s11,2,2,20201125,forward,141
1189,s11,2,2,20201126,forward,0
1190,s11,2,2,20201211,forward,19
1191,s11,2,2,20210226,backward,0
1192,s11,2,2,20210304,backward,0
1193,s11,2,2,20210311,rightward,27
1194,s11,2,2,20210326,rightward,8
1195,s11,2,2,20210330,upward,16
1196,s11,2,2,20210331,upward,0
1197,s11,2,2,20210413,downward,0
1198,s11,2,2,20210414,downward,0
1199,s11,2,2,20210422,upward,0
1200,s11,2,2,20210423,upward,80
1201,s11,2,2,20210427,backward,0
1202,s11,2,2,20210428,backward,0
1203,s11,2,2,20210503,rightward,0
1204,s11,2,2,20210504,leftward,9
1205,s11,3,1,20201125,forward,147
1206,s11,3,1,20201126,forward,26
1207,s11,3,1,20201210,forward,36
1208,s11,3,1,20201211,forward,36
1209,s11,3,1,20210226,backward,0
1210,s11,3,1,20210304,backward,5
1211,s11,3,1,20210305,rightward,0
1212,s11,3,1,20210311,rightward,0
1213,s11,3,1,20210325,rightward,12
1214,s11,3,1,20210326,rightward,23
1215,s11,3,1,20210330,upward,0
1216,s11,3,1,20210331,upward,0
1217,s11,3,1,20210413,downward,0
1218,s11,3,1,20210414,downward,0
1219,s11,3,1,20210422,upward,0
1220,s11,3,1,20210423,upward,0
1221,s11,3,1,20210427,backward,0
1222,s11,3,1,20210428,backward,0
1223,s11,3,1,20210503,rightward,0
1224,s11,3,1,20210504,leftward,0
1225,s11,3,2,20201120,forward,49
1226,s11,3,2,20201125,forward,81
1227,s11,3,2,20201126,forward,25
1228,s11,3,2,20201211,forward,65
1229,s11,3,2,20210226,backward,0
1230,s11,3,2,20210304,backward,8
1231,s11,3,2,20210311,rightward,37
1232,s11,3,2,20210326,rightward,0
1233,s11,3,2,20210330,upward,7
1234,s11,3,2,20210331,upward,0
1235,s11,3,2,20210413,downward,0
1236,s11,3,2,20210414,downward,0
1237,s11,3,2,20210422,upward,0
1238,s11,3,2,20210423,upward,0
1239,s11,3,2,20210427,backward,0
1240,s11,3,2,20210428,backward,0
1241,s11,3,2,20210503,rightward,0
1242,s11,3,2,20210504,leftward,62
1243,s12,1,1,20201125,forward,124
1244,s12,1,1,20201126,forward,51
1245,s12,1,1,20201210,forward,58
1246,s12,1,1,20201211,forward,147
1247,s12,1,1,20210226,backward,0
1248,s12,1,1,20210304,backward,1
1249,s12,1,1,20210305,rightward,7
1250,s12,1,1,20210311,rightward,0
1251,s12,1,1,20210325,rightward,0
1252,s12,1,1,20210326,rightward,0
1253,s12,1,1,20210330,upward,0
1254,s12,1,1,20210331,upward,0
1255,s12,1,1,20210413,downward,0
1256,s12,1,1,20210414,downward,0
1257,s12,1,1,20210422,upward,0
1258,s12,1,1,20210423,upward,0
1259,s12,1,1,20210427,backward,0
1260,s12,1,1,20210428,backward,0
1261,s12,1,1,20210503,rightward,3
1262,s12,1,1,20210504,leftward,0
1263,s12,1,2,20201120,forward,73
1264,s12,1,2,20201126,forward,46
1265,s12,1,2,20201211,forward,50
1266,s12,1,2,20210226,backward,0
1267,s12,1,2,20210304,backward,0
1268,s12,1,2,20210311,rightward,18
1269,s12,1,2,20210326,rightward,0
1270,s12,1,2,20210330,upward,0
1271,s12,1,2,20210331,upward,0
1272,s12,1,2,20210413,downward,0
1273,s12,1,2,20210414,downward,0
1274,s12,1,2,20210422,upward,7
1275,s12,1,2,20210423,upward,0
1276,s12,1,2,20210427,backward,0
1277,s12,1,2,20210428,backward,0
1278,s12,1,2,20210503,rightward,1
1279,s12,1,2,20210504,leftward,0
1280,s12,2,1,20201125,forward,102
1281,s12,2,1,20201126,forward,62
1282,s12,2,1,20201210,forward,12
1283,s12,2,1,20201211,forward,96
1284,s12,2,1,20210226,backward,0
1285,s12,2,1,20210304,backward,4
1286,s12,2,1,20210305,rightward,16
1287,s12,2,1,20210311,rightward,0
1288,s12,2,1,20210325,rightward,0
1289,s12,2,1,20210326,rightward,4
1290,s12,2,1,20210330,upward,0
1291,s12,2,1,20210331,upward,0
1292,s12,2,1,20210413,downward,0
1293,s12,2,1,20210414,downward,0
1294,s12,2,1,20210422,upward,0
1295,s12,2,1,20210423,upward,0
1296,s12,2,1,20210427,backward,0
1297,s12,2,1,20210428,backward,0
1298,s12,2,1,20210503,rightward,20
1299,s12,2,1,20210504,leftward,0
1300,s12,2,2,20201120,forward,54
1301,s12,2,2,20201125,forward,193
1302,s12,2,2,20201126,forward,18
1303,s12,2,2,20201211,forward,26
1304,s12,2,2,20210226,backward,0
1305,s12,2,2,20210304,backward,0
1306,s12,2,2,20210311,rightward,0
1307,s12,2,2,20210326,rightward,7
1308,s12,2,2,20210330,upward,0
1309,s12,2,2,20210331,upward,0
1310,s12,2,2,20210413,downward,0
1311,s12,2,2,20210414,downward,0
1312,s12,2,2,20210422,upward,0
1313,s12,2,2,20210423,upward,0
1314,s12,2,2,20210427,backward,4
1315,s12,2,2,20210428,backward,0
1316,s12,2,2,20210503,rightward,7
1317,s12,2,2,20210504,leftward,0
1318,s12,3,1,20201125,forward,173
1319,s12,3,1,20201126,forward,51
1320,s12,3,1,20201210,forward,42
1321,s12,3,1,20201211,forward,67
1322,s12,3,1,20210226,backward,14
1323,s12,3,1,20210304,backward,9
1324,s12,3,1,20210305,rightward,35
1325,s12,3,1,20210311,rightward,0
1326,s12,3,1,20210325,rightward,16
1327,s12,3,1,20210326,rightward,27
1328,s12,3,1,20210330,upward,0
1329,s12,3,1,20210331,upward,0
1330,s12,3,1,20210413,downward,0
1331,s12,3,1,20210414,downward,0
1332,s12,3,1,20210422,upward,0
1333,s12,3,1,20210423,upward,0
1334,s12,3,1,20210427,backward,0
1335,s12,3,1,20210428,backward,0
1336,s12,3,1,20210503,rightward,54
1337,s12,3,1,20210504,leftward,3
1338,s12,3,2,20201120,forward,87
1339,s12,3,2,20201125,forward,78
1340,s12,3,2,20201126,forward,12
1341,s12,3,2,20201211,forward,39
1342,s12,3,2,20210226,backward,0
1343,s12,3,2,20210304,backward,0
1344,s12,3,2,20210311,rightward,24
1345,s12,3,2,20210326,rightward,6
1346,s12,3,2,20210330,upward,0
1347,s12,3,2,20210331,upward,0
1348,s12,3,2,20210413,downward,0
1349,s12,3,2,20210414,downward,0
1350,s12,3,2,20210422,upward,4
1351,s12,3,2,20210423,upward,22
1352,s12,3,2,20210427,backward,0
1353,s12,3,2,20210428,backward,0
1354,s12,3,2,20210503,rightward,9
1355,s12,3,2,20210504,leftward,0
1356,s13,1,1,20201125,forward,130
1357,s13,1,1,20201126,forward,22
1358,s13,1,1,20201210,forward,61
1359,s13,1,1,20201211,forward,65
1360,s13,1,1,20210226,backward,0
1361,s13,1,1,20210304,backward,0
1362,s13,1,1,20210305,rightward,10
1363,s13,1,1,20210311,rightward,0
1364,s13,1,1,20210325,rightward,0
1365,s13,1,1,20210326,rightward,0
1366,s13,1,1,20210330,upward,0
1367,s13,1,1,20210331,upward,0
1368,s13,1,1,20210413,downward,0
1369,s13,1,1,20210414,downward,3
1370,s13,1,1,20210422,upward,0
1371,s13,1,1,20210423,upward,0
1372,s13,1,1,20210427,backward,0
1373,s13,1,1,20210428,backward,0
1374,s13,1,1,20210503,rightward,0
1375,s13,1,1,20210504,leftward,9
1376,s13,1,2,20201120,forward,86
1377,s13,1,2,20201126,forward,52
1378,s13,1,2,20201211,forward,42
1379,s13,1,2,20210226,backward,0
1380,s13,1,2,20210304,backward,0
1381,s13,1,2,20210311,rightward,0
1382,s13,1,2,20210326,rightward,0
1383,s13,1,2,20210330,upward,0
1384,s13,1,2,20210331,upward,0
1385,s13,1,2,20210413,downward,0
1386,s13,1,2,20210414,downward,0
1387,s13,1,2,20210422,upward,0
1388,s13,1,2,20210423,upward,0
1389,s13,1,2,20210427,backward,0
1390,s13,1,2,20210428,backward,0
1391,s13,1,2,20210503,rightward,7
1392,s13,1,2,20210504,leftward,0
1393,s13,2,1,20201125,forward,130
1394,s13,2,1,20201126,forward,22
1395,s13,2,1,20201210,forward,56
1396,s13,2,1,20201211,forward,62
1397,s13,2,1,20210226,backward,0
1398,s13,2,1,20210304,backward,0
1399,s13,2,1,20210305,rightward,21
1400,s13,2,1,20210311,rightward,0
1401,s13,2,1,20210325,rightward,0
1402,s13,2,1,20210326,rightward,0
1403,s13,2,1,20210330,upward,0
1404,s13,2,1,20210331,upward,0
1405,s13,2,1,20210413,downward,0
1406,s13,2,1,20210414,downward,0
1407,s13,2,1,20210422,upward,0
1408,s13,2,1,20210423,upward,0
1409,s13,2,1,20210427,backward,0
1410,s13,2,1,20210428,backward,0
1411,s13,2,1,20210503,rightward,0
1412,s13,2,1,20210504,leftward,0
1413,s13,2,2,20201120,forward,53
1414,s13,2,2,20201125,forward,142
1415,s13,2,2,20201126,forward,16
1416,s13,2,2,20201211,forward,0
1417,s13,2,2,20210226,backward,0
1418,s13,2,2,20210304,backward,0
1419,s13,2,2,20210311,rightward,0
1420,s13,2,2,20210326,rightward,0
1421,s13,2,2,20210330,upward,0
1422,s13,2,2,20210331,upward,0
1423,s13,2,2,20210413,downward,0
1424,s13,2,2,20210414,downward,0
1425,s13,2,2,20210422,upward,1
1426,s13,2,2,20210423,upward,0
1427,s13,2,2,20210427,backward,0
1428,s13,2,2,20210428,backward,0
1429,s13,2,2,20210503,rightward,1
1430,s13,2,2,20210504,leftward,14
1431,s13,3,1,20201125,forward,142
1432,s13,3,1,20201126,forward,29
1433,s13,3,1,20201210,forward,28
1434,s13,3,1,20201211,forward,88
1435,s13,3,1,20210226,backward,0
1436,s13,3,1,20210304,backward,0
1437,s13,3,1,20210305,rightward,19
1438,s13,3,1,20210311,rightward,0
1439,s13,3,1,20210325,rightward,3
1440,s13,3,1,20210326,rightward,0
1441,s13,3,1,20210330,upward,0
1442,s13,3,1,20210331,upward,0
1443,s13,3,1,20210413,downward,0
1444,s13,3,1,20210414,downward,0
1445,s13,3,1,20210422,upward,0
1446,s13,3,1,20210423,upward,0
1447,s13,3,1,20210427,backward,0
1448,s13,3,1,20210428,backward,0
1449,s13,3,1,20210503,rightward,36
1450,s13,3,1,20210504,leftward,4
1451,s13,3,2,20201120,forward,57
1452,s13,3,2,20201125,forward,126
1453,s13,3,2,20201126,forward,9
1454,s13,3,2,20201211,forward,86
1455,s13,3,2,20210226,backward,0
1456,s13,3,2,20210304,backward,0
1457,s13,3,2,20210311,rightward,0
1458,s13,3,2,20210326,rightward,0
1459,s13,3,2,20210330,upward,0
1460,s13,3,2,20210331,upward,0
1461,s13,3,2,20210413,downward,0
1462,s13,3,2,20210414,downward,0
1463,s13,3,2,20210422,upward,0
1464,s13,3,2,20210423,upward,2
1465,s13,3,2,20210427,backward,0
1466,s13,3,2,20210428,backward,0
1467,s13,3,2,20210503,rightward,23
1468,s13,3,2,20210504,leftward,36
1469,s14,1,1,20201125,forward,0
1470,s14,1,1,20201126,forward,18
1471,s14,1,1,20201210,forward,0
1472,s14,1,1,20201211,forward,119
1473,s14,1,1,20210226,backward,0
1474,s14,1,1,20210304,backward,0
1475,s14,1,1,20210305,rightward,0
1476,s14,1,1,20210311,rightward,19
1477,s14,1,1,20210325,rightward,56
1478,s14,1,1,20210326,rightward,1
1479,s14,1,1,20210330,upward,0
1480,s14,1,1,20210331,upward,0
1481,s14,1,1,20210413,downward,0
1482,s14,1,1,20210414,downward,0
1483,s14,1,1,20210422,upward,0
1484,s14,1,1,20210423,upward,0
1485,s14,1,1,20210427,backward,0
1486,s14,1,1,20210428,backward,0
1487,s14,1,1,20210503,rightward,0
1488,s14,1,1,20210504,leftward,0
1489,s14,1,2,20201120,forward,0
1490,s14,1,2,20201126,forward,0
1491,s14,1,2,20201211,forward,0
1492,s14,1,2,20210226,backward,0
1493,s14,1,2,20210304,backward,0
1494,s14,1,2,20210311,rightward,14
1495,s14,1,2,20210326,rightward,56
1496,s14,1,2,20210330,upward,0
1497,s14,1,2,20210331,upward,0
